email_id,intent,subject,body,sender_name,sender_email,sender_company,gt_amount,gt_currency,gt_doc_number,gt_date,mentions_amount,mentions_currency,mentions_doc_number,mentions_date
EMAIL-0277,price_validity_confirmation,Confirmation: prices still valid,"Hello Purchasing Department,

Good news — the pricing from our quotation OFF-2025-23026 has not changed. The quoted total of 50.658,00 € holds until 01/13/2026.

Don't hesitate to reach out if you need anything else.

Best,
Omar Youssef
BrightLine Components Ltd.",Omar Youssef,o.youssef@brightlinecomponents.com,BrightLine Components Ltd.,50658.0,EUR,OFF-2025-23026,2026-01-13,True,True,True,True
EMAIL-0304,price_validity_confirmation,ZenithCraft Industries – price confirmation,"Dear Team,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Sarah Johnson
ZenithCraft Industries",Sarah Johnson,s.johnson@zenithcraftindustrie.com,ZenithCraft Industries,,,,,False,False,False,False
EMAIL-0410,other,RE: Order status update,"Dear Alex,

Thank you for your recent order. We wanted to let you know that it has been received and is currently being processed.

We will notify you once the shipment is ready.

Best regards,
Elena Popescu
RedLine Automotive Parts",Elena Popescu,e.popescu@redlineautomotivepar.com,RedLine Automotive Parts,,,,,False,False,False,False
EMAIL-0366,price_increase,Important: upcoming price changes,"Dear Customer,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Ivan Petrov
YieldMax Agriculture Supply",Ivan Petrov,i.petrov@yieldmaxagricultures.com,YieldMax Agriculture Supply,,,,,False,False,False,False
EMAIL-0157,invoice_submission,New invoice from PrimeEdge Components,"Dear Purchasing Department,

Please find enclosed our invoice BILL-2026-41037 for 120308.00 GBP covering precision cutting tools.

The due date for payment is 2025-10-07. We kindly ask that you process this within the agreed timeline.

Thank you for your business.

Best,
Ahmed Hassan
PrimeEdge Components",Ahmed Hassan,a.hassan@primeedgecomponents.com,PrimeEdge Components,120308.0,GBP,BILL-2026-41037,2025-10-07,True,True,True,True
EMAIL-0298,price_validity_confirmation,Confirmation of current pricing,"Dear Purchasing Department,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Priya Sharma
JetStream Packaging Co.",Priya Sharma,p.sharma@jetstreampackagingco.com,JetStream Packaging Co.,,,,,False,False,False,False
EMAIL-0293,price_validity_confirmation,Confirmation: prices still valid,"Dear Team,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
John Smith
EuroSteel Supply GmbH",John Smith,john.smith@eurosteelsupplygmbh.com,EuroSteel Supply GmbH,,,,,False,False,False,False
EMAIL-0255,price_validity_confirmation,OmniParts Distribution – price confirmation,"Hi Alex,

As requested, we confirm that our offer remains unchanged. All previously communicated terms are still in effect.

Best regards,
Elena Popescu
OmniParts Distribution",Elena Popescu,e.popescu@omnipartsdistributio.com,OmniParts Distribution,,,,,False,False,False,False
EMAIL-0446,other,RE: Meeting follow-up,"Dear Procurement Team,

We wanted to confirm that your delivery has been dispatched and should arrive within 3-5 business days.

Tracking information will be sent separately.

Regards,
Ivan Petrov
UltraSpec Optics",Ivan Petrov,i.petrov@ultraspecoptics.com,UltraSpec Optics,,,,,False,False,False,False
EMAIL-0128,invoice_submission,Invoice for custom steel brackets per your specifications,"Hello Purchasing Department,

This email contains invoice F-2026-90989 for your records.

Amount due: 125 690.00 RON
Payment terms: Net 30 (due January 24, 2025)

Should you require a revised copy or have billing questions, please don't hesitate to reach out.

Kind regards,
Fatima Al-Rashid
OmniParts Distribution",Fatima Al-Rashid,f.alrashid@omnipartsdistributio.com,OmniParts Distribution,125690.0,RON,F-2026-90989,2025-01-24,True,True,True,True
EMAIL-0452,other,RE: Order status update,"Dear Team,

This is a reminder that there are outstanding items on your account. Please review and let us know if there's anything we can help with.

Thank you,
Sarah Johnson
ZenithCraft Industries",Sarah Johnson,s.johnson@zenithcraftindustrie.com,ZenithCraft Industries,,,,,False,False,False,False
EMAIL-0171,invoice_submission,Billing: FV-2025-65990 – RedLine Automotive Parts,"Hello Procurement Team,

This email contains invoice FV-2025-65990 for your records.

Amount due: 2526.64 CHF
Payment terms: Net 30 (due 2024-10-15)

Should you require a revised copy or have billing questions, please don't hesitate to reach out.

Kind regards,
Hannah Fischer
RedLine Automotive Parts",Hannah Fischer,h.fischer@redlineautomotivepar.com,RedLine Automotive Parts,2526.64,CHF,FV-2025-65990,2024-10-15,True,True,True,True
EMAIL-0060,quote_offer,Our offer for custom steel brackets per your specifications,"Dear Procurement Team,

Further to our recent discussion, I am sending you our quotation ref. OFF-2026-61305 covering custom steel brackets per your specifications.

The total comes to 61 052.33 €. This offer remains valid through November 08, 2024. Delivery terms and conditions are outlined in the attached document.

Looking forward to your feedback.

Regards,
Lisa Wang
NorthStar Industrial",Lisa Wang,l.wang@northstarindustrial.com,NorthStar Industrial,61052.33,EUR,OFF-2026-61305,2024-11-08,True,True,True,True
EMAIL-0030,quote_offer,RE: Request for Quotation – OFF-2025-58091,"Hello Team,

We have prepared quotation OFF-2025-58091 as requested. The quoted value is 121 325.78 RON, with a validity period ending on 12 Jun 2025.

Full details are enclosed. We hope this meets your requirements and look forward to working with you.

Best,
Robert Taylor
UltraSpec Optics",Robert Taylor,r.taylor@ultraspecoptics.com,UltraSpec Optics,121325.78,RON,OFF-2025-58091,2025-06-12,True,True,True,True
EMAIL-0347,price_increase,ZenithCraft Industries – revised pricing,"Hi Team,

Please note that we will be revising our pricing structure in the near future. Details will follow shortly.

Thank you for your understanding.

Best,
Elena Popescu
ZenithCraft Industries",Elena Popescu,e.popescu@zenithcraftindustrie.com,ZenithCraft Industries,,,,,False,False,False,False
EMAIL-0374,price_increase,Price adjustment notice – OmniParts Distribution,"Dear Customer,

We would like to notify you of upcoming changes to our price list. The updated pricing details are attached.

We apologize for any inconvenience and remain available to discuss.

Regards,
John Smith
OmniParts Distribution",John Smith,john.smith@omnipartsdistributio.com,OmniParts Distribution,,,,,False,False,False,False
EMAIL-0333,price_increase,Important: upcoming price changes,"Hi Alex,

Please note that we will be revising our pricing structure in the near future. Details will follow shortly.

Thank you for your understanding.

Best,
Sophie Laurent
BrightLine Components Ltd.",Sophie Laurent,s.laurent@brightlinecomponents.com,BrightLine Components Ltd.,,,,,False,False,False,False
EMAIL-0320,price_validity_confirmation,Our prices remain valid,"Dear Alex,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
David Chen
BrightLine Components Ltd.",David Chen,d.chen@brightlinecomponents.com,BrightLine Components Ltd.,,,,,False,False,False,False
EMAIL-0265,price_validity_confirmation,Price validity extension,"Hi Alex,

As requested, we confirm that our offer remains unchanged. All previously communicated terms are still in effect.

Best regards,
Carlos Mendez
Vanguard Electrical",Carlos Mendez,c.mendez@vanguardelectrical.com,Vanguard Electrical,,,,,False,False,False,False
EMAIL-0206,invoice_submission,RE: Payment – Invoice,"Dear Alex,

I'm sending you the invoice for raw materials as per PO-2025-0443 as agreed. Please review the attached and process accordingly.

Best regards,
Fatima Al-Rashid
WestBridge Plastics",Fatima Al-Rashid,f.alrashid@westbridgeplastics.com,WestBridge Plastics,,,,,False,False,False,False
EMAIL-0244,price_validity_confirmation,TitanForge Engineering – price confirmation,"Dear Customer,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Lisa Wang
TitanForge Engineering",Lisa Wang,l.wang@titanforgeengineerin.com,TitanForge Engineering,,,,,False,False,False,False
EMAIL-0408,other,Follow-up: recent delivery,"Hello Alex,

We wanted to share some exciting news — NorthStar Industrial has recently expanded our product line. We'd love to discuss how our new offerings might benefit your operations.

Shall we set up a call?

Regards,
Carlos Mendez
NorthStar Industrial",Carlos Mendez,c.mendez@northstarindustrial.com,NorthStar Industrial,,,,,False,False,False,False
EMAIL-0314,price_validity_confirmation,RE: Quotation OFF-2026-3914 – validity update,"Hi Team,

This is to confirm that our offer OFF-2026-3914 is still active.

Confirmed amount: 135 261.00 RON
Valid through: 12 Aug 2025

Let us know if you wish to proceed.

Regards,
Omar Youssef
NorthStar Industrial",Omar Youssef,o.youssef@northstarindustrial.com,NorthStar Industrial,135261.0,RON,OFF-2026-3914,2025-08-12,True,True,True,True
EMAIL-0158,invoice_submission,Invoice – please process,"Dear Alex,

I'm sending you the invoice for safety valves and pressure regulators as agreed. Please review the attached and process accordingly.

Best regards,
Thomas Mueller
CedarTech Manufacturing",Thomas Mueller,t.mueller@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0478,other,RE: Pending items,"Dear Alex,

This is a reminder that there are outstanding items on your account. Please review and let us know if there's anything we can help with.

Thank you,
Anna Kowalski
BrightLine Components Ltd.",Anna Kowalski,a.kowalski@brightlinecomponents.com,BrightLine Components Ltd.,,,,,False,False,False,False
EMAIL-0381,price_increase,Important update: pricing changes,"Dear Customer,

We would like to notify you of upcoming changes to our price list. The updated pricing details are attached.

We apologize for any inconvenience and remain available to discuss.

Regards,
Michael Brown
Keystone Fasteners Inc.",Michael Brown,m.brown@keystonefastenersinc.com,Keystone Fasteners Inc.,,,,,False,False,False,False
EMAIL-0358,price_increase,Important: upcoming price changes,"Dear Customer,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Sophie Laurent
SilverOak Metals",Sophie Laurent,s.laurent@silveroakmetals.com,SilverOak Metals,,,,,False,False,False,False
EMAIL-0066,quote_offer,Quotation – YieldMax Agriculture Supply,"Hi Team,

As requested, I'm sending over our offer for your review. Everything is detailed in the attachment.

Let me know if you have any questions or if anything needs to be adjusted.

Cheers,
Rachel Kim
YieldMax Agriculture Supply",Rachel Kim,r.kim@yieldmaxagricultures.com,YieldMax Agriculture Supply,,,,,False,False,False,False
EMAIL-0386,price_increase,Updated price list – ZenithCraft Industries,"Hi Procurement Team,

Please note that we will be revising our pricing structure in the near future. Details will follow shortly.

Thank you for your understanding.

Best,
Hannah Fischer
ZenithCraft Industries",Hannah Fischer,h.fischer@zenithcraftindustrie.com,ZenithCraft Industries,,,,,False,False,False,False
EMAIL-0384,price_increase,Price revision notice,"Dear Purchasing Department,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Carlos Mendez
JetStream Packaging Co.",Carlos Mendez,c.mendez@jetstreampackagingco.com,JetStream Packaging Co.,,,,,False,False,False,False
EMAIL-0267,price_validity_confirmation,Our prices remain valid,"Dear Customer,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Ivan Petrov
EuroSteel Supply GmbH",Ivan Petrov,i.petrov@eurosteelsupplygmbh.com,EuroSteel Supply GmbH,,,,,False,False,False,False
EMAIL-0297,price_validity_confirmation,Confirmation: prices still valid,"Dear Team,

Following your inquiry, we are pleased to confirm that the prices in quotation Q-2025-38940 remain valid until 08/17/2024.

The total amount of 113.409,00 € as originally quoted is still applicable. Please feel free to place your order before the expiration date.

Best regards,
Carlos Mendez
RedLine Automotive Parts",Carlos Mendez,c.mendez@redlineautomotivepar.com,RedLine Automotive Parts,113409.0,EUR,Q-2025-38940,2024-08-17,True,True,True,True
EMAIL-0211,invoice_submission,Invoice for stainless steel tubing (lot #4417),"Dear Customer,

Please find enclosed our invoice F-2024-78441 for 27.195,96 CHF covering stainless steel tubing (lot #4417).

The due date for payment is 06/07/2026. We kindly ask that you process this within the agreed timeline.

Thank you for your business.

Best,
Rachel Kim
IronBridge Materials",Rachel Kim,r.kim@ironbridgematerials.com,IronBridge Materials,27195.96,CHF,F-2024-78441,2026-06-07,True,True,True,True
EMAIL-0471,other,Delivery confirmation,"Hello Team,

We are writing to inform you that our offices will be closed for the holiday period from December 23 to January 2. Orders placed after December 20 will be processed in January.

Happy holidays!

Best,
Sophie Laurent
RedLine Automotive Parts",Sophie Laurent,s.laurent@redlineautomotivepar.com,RedLine Automotive Parts,,,,,False,False,False,False
EMAIL-0286,price_validity_confirmation,Confirmation: prices still valid,"Dear Alex,

We can confirm that the prices from our previous quotation are still valid. No changes have been made.

Please let us know if you'd like to go ahead with the order.

Regards,
James Wilson
CedarTech Manufacturing",James Wilson,j.wilson@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0209,invoice_submission,Invoice attached – F-2026-36058,"Dear Purchasing Department,

Please find attached invoice F-2026-36058 in the amount of 68.856,37 GBP.

Payment is due by 04 May 2025. If you have any questions regarding this invoice, please contact our accounting department.

Thank you,
David Chen
CedarTech Manufacturing",David Chen,d.chen@cedartechmanufacturi.com,CedarTech Manufacturing,68856.37,GBP,F-2026-36058,2025-05-04,True,True,True,True
EMAIL-0238,invoice_submission,Invoice attached,"Dear Team,

Please find the attached invoice for the goods delivered last week.

Let us know if everything is in order.

Regards,
Omar Youssef
YieldMax Agriculture Supply",Omar Youssef,o.youssef@yieldmaxagricultures.com,YieldMax Agriculture Supply,,,,,False,False,False,False
EMAIL-0107,quote_offer,RE: Request for Quotation,"Dear Purchasing Department,

Following your request, we have prepared a quotation for welding consumables and electrodes. Please see the attached file for the full breakdown.

We remain at your disposal for any further information.

Regards,
Omar Youssef
GlobalWire Electronics",Omar Youssef,o.youssef@globalwireelectronic.com,GlobalWire Electronics,,,,,False,False,False,False
EMAIL-0196,invoice_submission,New invoice from CedarTech Manufacturing,"Hi Team,

Attached is the invoice for your recent order. All details are in the document.

Thank you,
Lisa Wang
CedarTech Manufacturing",Lisa Wang,l.wang@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0214,invoice_submission,Billing: – CedarTech Manufacturing,"Dear Procurement Team,

Please find the attached invoice for the goods delivered last week.

Let us know if everything is in order.

Regards,
Ahmed Hassan
CedarTech Manufacturing",Ahmed Hassan,a.hassan@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0208,invoice_submission,Invoice BILL-2024-38304 – please process,"Hello Purchasing Department,

This email contains invoice BILL-2024-38304 for your records.

Amount due: 115.455,38 CHF
Payment terms: Net 30 (due 28 Jul 2025)

Should you require a revised copy or have billing questions, please don't hesitate to reach out.

Kind regards,
Hannah Fischer
Vanguard Electrical",Hannah Fischer,h.fischer@vanguardelectrical.com,Vanguard Electrical,115455.38,CHF,BILL-2024-38304,2025-07-28,True,True,True,True
EMAIL-0201,invoice_submission,Billing: – Delta Precision Parts,"Dear Procurement Team,

I'm sending you the invoice for welding consumables and electrodes as agreed. Please review the attached and process accordingly.

Best regards,
Rachel Kim
Delta Precision Parts",Rachel Kim,r.kim@deltaprecisionparts.com,Delta Precision Parts,,,,,False,False,False,False
EMAIL-0433,other,WestBridge Plastics – general update,"Hi Purchasing Department,

Just a quick follow-up on our conversation from last week. Please let us know if you need any additional information from our side.

Thanks,
Rachel Kim
WestBridge Plastics",Rachel Kim,r.kim@westbridgeplastics.com,WestBridge Plastics,,,,,False,False,False,False
EMAIL-0316,price_validity_confirmation,Confirmation of current pricing,"Dear Team,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
David Chen
IronBridge Materials",David Chen,d.chen@ironbridgematerials.com,IronBridge Materials,,,,,False,False,False,False
EMAIL-0108,quote_offer,Offer for optical sensors and calibration kits,"Hi Procurement Team,

As requested, I'm sending over our offer for your review. Everything is detailed in the attachment.

Let me know if you have any questions or if anything needs to be adjusted.

Cheers,
Fatima Al-Rashid
Xenon Power Solutions",Fatima Al-Rashid,f.alrashid@xenonpowersolutions.com,Xenon Power Solutions,,,,,False,False,False,False
EMAIL-0180,invoice_submission,PrimeEdge Components – Invoice FV-2026-29830,"Hi Team,

We are sending you invoice no. FV-2026-29830 for safety valves and pressure regulators.

Invoice amount: 71 745.50 £
Due date: 01 Dec 2025

The invoice is attached in the agreed format. Please process at your earliest convenience.

Best regards,
Omar Youssef
PrimeEdge Components",Omar Youssef,o.youssef@primeedgecomponents.com,PrimeEdge Components,71745.5,GBP,FV-2026-29830,2025-12-01,True,True,True,True
EMAIL-0482,other,Follow-up: recent delivery,"Hi Team,

Just a quick follow-up on our conversation from last week. Please let us know if you need any additional information from our side.

Thanks,
Lisa Wang
EuroSteel Supply GmbH",Lisa Wang,l.wang@eurosteelsupplygmbh.com,EuroSteel Supply GmbH,,,,,False,False,False,False
EMAIL-0464,other,OmniParts Distribution – general update,"Dear Procurement Team,

We wanted to confirm that your delivery has been dispatched and should arrive within 3-5 business days.

Tracking information will be sent separately.

Regards,
James Wilson
OmniParts Distribution",James Wilson,j.wilson@omnipartsdistributio.com,OmniParts Distribution,,,,,False,False,False,False
EMAIL-0084,quote_offer,Quotation QT-2025-82689 – Lakewood Chemical Supply,"Hi Alex,

As per your request, we are pleased to submit our commercial offer.

Quotation number: QT-2025-82689
Total: 11.493,00 CHF
Validity: 11/06/2024

The detailed breakdown is in the attached document. Please let us know if you'd like to proceed.

Kind regards,
Rachel Kim
Lakewood Chemical Supply",Rachel Kim,r.kim@lakewoodchemicalsupp.com,Lakewood Chemical Supply,11493.0,CHF,QT-2025-82689,2024-11-06,True,True,True,True
EMAIL-0135,invoice_submission,New invoice from Xenon Power Solutions,"Dear Purchasing Department,

Please find the attached invoice for the goods delivered last week.

Let us know if everything is in order.

Regards,
Hannah Fischer
Xenon Power Solutions",Hannah Fischer,h.fischer@xenonpowersolutions.com,Xenon Power Solutions,,,,,False,False,False,False
EMAIL-0162,invoice_submission,OmniParts Distribution – Invoice FV-2025-12539,"Hi Purchasing Department,

We are sending you invoice no. FV-2025-12539 for stainless steel tubing (lot #4417).

Invoice amount: 152 286.00 EUR
Due date: 21 Apr 2026

The invoice is attached in the agreed format. Please process at your earliest convenience.

Best regards,
Robert Taylor
OmniParts Distribution",Robert Taylor,r.taylor@omnipartsdistributio.com,OmniParts Distribution,152286.0,EUR,FV-2025-12539,2026-04-21,True,True,True,True
EMAIL-0481,other,Follow-up: recent delivery,"Hello Alex,

We wanted to share some exciting news — Keystone Fasteners Inc. has recently expanded our product line. We'd love to discuss how our new offerings might benefit your operations.

Shall we set up a call?

Regards,
Lisa Wang
Keystone Fasteners Inc.",Lisa Wang,l.wang@keystonefastenersinc.com,Keystone Fasteners Inc.,,,,,False,False,False,False
EMAIL-0002,quote_offer,Quotation for your review,"Dear Purchasing Department,

Following your request, we have prepared a quotation for industrial-grade fasteners and fittings. Please see the attached file for the full breakdown.

We remain at your disposal for any further information.

Regards,
Ahmed Hassan
IronBridge Materials",Ahmed Hassan,a.hassan@ironbridgematerials.com,IronBridge Materials,,,,,False,False,False,False
EMAIL-0307,price_validity_confirmation,Confirmation: prices still valid,"Dear Purchasing Department,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Carlos Mendez
JetStream Packaging Co.",Carlos Mendez,c.mendez@jetstreampackagingco.com,JetStream Packaging Co.,,,,,False,False,False,False
EMAIL-0378,price_increase,Updated price list – Apex Industrial Solutions,"Dear Customer,

We regret to inform you that due to increases in raw material costs, we will need to adjust our pricing effective September 07, 2024.

The new price for safety valves and pressure regulators will be 4.668,88 CHF. We understand this may be inconvenient and are happy to discuss any concerns you may have.

Sincerely,
Carlos Mendez
Apex Industrial Solutions",Carlos Mendez,c.mendez@apexindustrialsoluti.com,Apex Industrial Solutions,4668.88,CHF,,2024-09-07,True,True,False,True
EMAIL-0185,invoice_submission,RE: Payment – Invoice FV-2024-73551,"Hi Alex,

We are sending you invoice no. FV-2024-73551 for the requested mechanical components.

Invoice amount: 135 522.35 £
Due date: October 20, 2024

The invoice is attached in the agreed format. Please process at your earliest convenience.

Best regards,
Ahmed Hassan
JetStream Packaging Co.",Ahmed Hassan,a.hassan@jetstreampackagingco.com,JetStream Packaging Co.,135522.35,GBP,FV-2024-73551,2024-10-20,True,True,True,True
EMAIL-0121,invoice_submission,RE: Payment – Invoice F-2025-5224,"Dear Purchasing Department,

Please find enclosed our invoice F-2025-5224 for 197 957.00 EUR covering the electronic modules (batch Q2-2025).

The due date for payment is 04/11/2025. We kindly ask that you process this within the agreed timeline.

Thank you for your business.

Best,
Rachel Kim
OmniParts Distribution",Rachel Kim,r.kim@omnipartsdistributio.com,OmniParts Distribution,197957.0,EUR,F-2025-5224,2025-04-11,True,True,True,True
EMAIL-0073,quote_offer,Offer for packaging materials and shipping supplies,"Dear Alex,

Please find attached our quotation for packaging materials and shipping supplies as discussed.

All pricing details and terms are included in the attached document. Feel free to reach out if you need any clarification.

Best regards,
Maria Garcia
YieldMax Agriculture Supply",Maria Garcia,m.garcia@yieldmaxagricultures.com,YieldMax Agriculture Supply,,,,,False,False,False,False
EMAIL-0104,quote_offer,Quotation for your review,"Dear Procurement Team,

Following your request, we have prepared a quotation for the requested mechanical components. Please see the attached file for the full breakdown.

We remain at your disposal for any further information.

Regards,
Ahmed Hassan
WestBridge Plastics",Ahmed Hassan,a.hassan@westbridgeplastics.com,WestBridge Plastics,,,,,False,False,False,False
EMAIL-0292,price_validity_confirmation,Confirmation of current pricing,"Dear Customer,

Following your inquiry, we are pleased to confirm that the prices in quotation OFF-2026-5546 remain valid until June 12, 2025.

The total amount of 39431.00 CHF as originally quoted is still applicable. Please feel free to place your order before the expiration date.

Best regards,
Ahmed Hassan
SilverOak Metals",Ahmed Hassan,a.hassan@silveroakmetals.com,SilverOak Metals,39431.0,CHF,OFF-2026-5546,2025-06-12,True,True,True,True
EMAIL-0087,quote_offer,QuickFlow Hydraulics – Quotation,"Hi Customer,

As requested, I'm sending over our offer for your review. Everything is detailed in the attachment.

Let me know if you have any questions or if anything needs to be adjusted.

Cheers,
Hannah Fischer
QuickFlow Hydraulics",Hannah Fischer,h.fischer@quickflowhydraulics.com,QuickFlow Hydraulics,,,,,False,False,False,False
EMAIL-0105,quote_offer,Quotation OFF-2024-82235 – ZenithCraft Industries,"Hi Procurement Team,

As per your request, we are pleased to submit our commercial offer.

Quotation number: OFF-2024-82235
Total: 137 748.30 EUR
Validity: 2025-07-17

The detailed breakdown is in the attached document. Please let us know if you'd like to proceed.

Kind regards,
Elena Popescu
ZenithCraft Industries",Elena Popescu,e.popescu@zenithcraftindustrie.com,ZenithCraft Industries,137748.3,EUR,OFF-2024-82235,2025-07-17,True,True,True,True
EMAIL-0449,other,RE: Pending items,"Dear Procurement Team,

This is a reminder that there are outstanding items on your account. Please review and let us know if there's anything we can help with.

Thank you,
Thomas Mueller
Xenon Power Solutions",Thomas Mueller,t.mueller@xenonpowersolutions.com,Xenon Power Solutions,,,,,False,False,False,False
EMAIL-0416,other,Account update – Lakewood Chemical Supply,"Dear Purchasing Department,

This is a reminder that there are outstanding items on your account. Please review and let us know if there's anything we can help with.

Thank you,
Elena Popescu
Lakewood Chemical Supply",Elena Popescu,e.popescu@lakewoodchemicalsupp.com,Lakewood Chemical Supply,,,,,False,False,False,False
EMAIL-0447,other,RE: Meeting follow-up,"Hi Customer,

We have updated our bank account details for future payments. Please find the new information below and update your records.

If you have any questions, please contact our finance team.

Best regards,
Priya Sharma
Delta Precision Parts",Priya Sharma,p.sharma@deltaprecisionparts.com,Delta Precision Parts,,,,,False,False,False,False
EMAIL-0246,price_validity_confirmation,Confirmation of current pricing,"Dear Procurement Team,

We can confirm that the prices from our previous quotation are still valid. No changes have been made.

Please let us know if you'd like to go ahead with the order.

Regards,
John Smith
Keystone Fasteners Inc.",John Smith,john.smith@keystonefastenersinc.com,Keystone Fasteners Inc.,,,,,False,False,False,False
